url,recette,commentext,auteur,date,note
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,"C'est frais et léger, donc c'est génial.",loulou2xd,13/05/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,Très bon.,didydu911,13/05/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,Miam miam,Baptiste75,13/05/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,"Je l'ai fait sans alcool, simple, léger et frais ! Un dessert parfait !",Darline10,13/05/20,4
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,Je referai cette recette sans hésiter,Laure1612,14/07/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,"Très frais, mais il n'y a pas assez de sirop à mon goût.",zabounette,05/04/20,3
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,"Très rafraîchissant, léger pour clore un bon repas. La menthe ciselée ajoutée donne vraiment un plus! A faire et refaire !",Martine_3110,22/06/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,Bonne recette. J'ai juste remplacé le poivre par du gingembre râpé. Délicieux!,elia_5,06/04/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,Succulent et très frais. J'ai ajouté des billes de melon et remplacé le kirsch par du rhum. De quoi associer le plaisir du goût à celui de la vue...,STEPHANIE_372,22/05/20,5
http://www.marmiton.org/recettes/recette-avis_salade-de-fraises-et-kiwis_38137.aspx,Salade de fraises et kiwis,"Salade de fruits vraiment délicieuse, et visuellement très jolie. J'ai juste remplacé le kirsh par du Grand Marnier.",Evma,22/04/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix","Il faut plus de chocolat, moins de cannelle.",stephlip,07/11/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix","Très bon, texture hyper fondante et pas trop sucré, petit bemol : Les quantités données ne suffisent pas a remplir un moule a cake.",mouimoui87,06/11/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix",Réalisé sans glaçage. Délicieux.,laurent_744,09/08/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix",Gâteau terminé le lendemain... du coup ben rebelote puisque j'ai des bananes à écouler rapidement !!,betty971,21/03/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix","Très bonne recette, facile, légère et onctueuse. J'ai fait sans glaçage, très bon aussi.",lesbijo,19/05/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix","Très simple à réaliser, j ai juste ajouté un peu de lait.Très apprécié par mes enfants. je mettrai plus de miel la prochaine fois . ",princesse_55,13/11/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix",J'ai testé cette recette simple et rapide un cake délicieux j'ai juste rajouté un peu de lait et il me reste également du nappage y en avait trop sinon excellent.,minilolote,11/11/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix",Très facile même pour des débutants ! Gâteau léger et onctueux !,brijouz,26/07/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix","Fait en cake et en gâteau. Facile, rapide et bon. Je me suis retrouvé avec trop de glaçage par contre lorsque je l'ai fait en cake. ",manongso,05/05/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix",Très bon et simple à faire.,fofolle85,25/04/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix","Voila un second commentaire (mon 1er sur marmiton je me lance! ) et franchement pas déçue d'avoir testé cette recette malgré ce seul vote. L'alliance du chocolat, banane, miel et noix est bonne et permet au gâteau une variante de la version choco classique et d'avoir un gâteau onctueux....",Perrine1307,21/03/20,4
http://www.marmiton.org/recettes/recette-avis_gateau-bananes-chocolat-et-noix_229940.aspx,"Gâteau bananes, chocolat et noix",J'ai osé malgré aucun commentaire favorable et ce gâteau est délicieux et très facile à faire ! Le mariage du chocolat et du miel très bonne idée... et avec la banane et les noix miam ! Bravo !,DERENGERE26,29/01/20,5
http://www.marmiton.org/recettes/recette-avis_glace-aux-noisettes_166280.aspx,Glace aux noisettes,"Pour moi la glace était très bonne, je l'ai mis dans une coupe avec une chantilly vanillée et une ganache au chocolat, c'était délicieux et tout le monde a adoré.",Elodie78450,24/10/20,5
http://www.marmiton.org/recettes/recette-avis_glace-aux-noisettes_166280.aspx,Glace aux noisettes,Beaucoup trop de noisette dans cette recette on a plutôt l'impression de manger de la pâte de noisette que de la glace.,Louve69,22/03/20,3
http://www.marmiton.org/recettes/recette-avis_glace-aux-noisettes_166280.aspx,Glace aux noisettes,"Personne n'a aimé à la maison, désolée. Il y a trop de poudre de noisette et pourtant j'en ai mis à peine 150g. Je vais essayer de rattraper la glace en montée de la crème en chantilly et la mélanger à la glace.",bambi82,18/12/20,1
http://www.marmiton.org/recettes/recette-avis_glace-aux-noisettes_166280.aspx,Glace aux noisettes,"Toute ma famille a aimé, sauf moi, qui n'ai pas vraiment apprécié : la poudre de noisette ne convient pas pour cette glace. Toutefois, cette glace convient très bien pour un banana split, elle passe beaucoup mieux! A essayer quand même, pour ceux que ça tente!",Myyrtiille21,23/03/20,3
http://www.marmiton.org/recettes/recette-avis_tarte-tatin-banane-toffee_346953.aspx,Tarte tatin banane toffee,Caramel réussi. Très bonne tarte.,zoette77,21/02/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-tatin-banane-toffee_346953.aspx,Tarte tatin banane toffee,"Échec total, la crème n'a jamais monté en toffee... La prochaine fois je ferais un toffee comme d'habitude en faisant bouillir du lait concentré seulement. Dommage car ça avait l'air pas mal...",Sam_Dam_You,06/09/20,2
http://www.marmiton.org/recettes/recette-avis_damier-d-ananas-sur-son-biscuit_315784.aspx,Damier d'ananas sur son biscuit,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,"Merciii! Enceinte je fais du diabète gestationel. Je suis très heureuse de trouver une recette plaisir au chocolat qui ne fait pas grimper ma glycémie. J'ai suivi la recette à la lettre, c'est parfait, j'ai juste fait cuire un peu plus pour pouvoir les emporter facilement. ",melyv,14/02/20,5
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,J'ai adoré : j'ai utilisé beghin say ligne et stevia.,clairezzz,13/07/20,5
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,A refaire !!!! ,FannyPat33,18/06/20,5
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,Excellent gâteaux fondant je n'ai mis qu'1/2 cuillère à café de stévia. C’était bien assez sucré... A refaire.,lamalouine196,26/10/20,5
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,Gâteau idéal quand on fait attention à sa ligne,Pupuce44,20/09/20,5
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,J'ai ajouté 3 cuillères à soupe de farine et 1/2 sachet de levure pour faire un peu + muffin ! 11 mn de cuisson et un régal ... saupoudrés de noix de coco râpé ... j'ai utilisé du beurre salé ...,margote7,01/05/20,4
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,"Je les ai fait avec un café gourmand dans des petits moules très bons, et surtout pas trop sucré, j'ai osé le poivre moulin, et j'ai mis mes invités au défi de trouver le petit + ! A refaire sans hésiter",gisele61,17/02/20,4
http://www.marmiton.org/recettes/recette-avis_moelleux-chocolat-a-la-stevia_168510.aspx,Moelleux chocolat à la stevia,La prochaine fois : je mets un peu plus de beurre et je diminue le temps de cuisson (8 minutes),Aline_75,18/09/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"Ca n'a pas fait de mousse à la sortie du siphon et le goût est vraiment trop fort, immangeable ! Je réutilise la préparation pour un gâteau...",kiki38000,23/01/20,1
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"Super bon. Il me restait que 40 g de chocolat, j'ai complété avec un peu de cacao en poudre c'était super",emilie_gaussiat,03/04/20,4
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,Cool.,bardeaua,13/03/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,Goût très acide et trop de chocolat et sans sucre c'est immangeable ,mariecharlottesapin,12/09/20,1
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,Un délice... bonne et légère ,jennifer36310,14/01/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,Rapide à faire et très légère. Un succès ! Je garde et referai sans hésiter.,Agostini4,15/02/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"Un pur délice, ça fait des années que je fais cette recette. Utiliser de la bonne crème fraiche pour éviter l'acidité ",cariner91,13/02/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"J'ai fait fondre le chocolat 3 min au micro-ondes à 360 Watts, mélangé la crème liquide avec une cuillère, tout mis dans le siphon. J'ai patienté 1 heure et le résultat est bluffant : une crème légère au chocolat qui tient très bien. A refaire absolument, mais attention à utiliser un BON chocolat...",Claire_1250,14/10/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,C'était délicieux. La prochaine fois je testerai avec du chocolat au lait et du chocolat blanc !,annelaure974,22/06/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,Le goût acide de la crème est désagréable. Rien à voir avec une mousse au chocolat classique ! Je voulais préparer ce dessert pour mes invités mais heureusement je l'ai testé avant. Une pâle copie de la vraie mousse.,fyso,24/05/20,2
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"Mes invités on adoré, j'ai fait la mousse en début d’après midi pour le soir. Très bon résultat à refaire. Merci pour la recette. ",priscalie,25/03/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,Un pur délice ! Merci !,flapin39,24/01/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"Essayée cet après midi avec 150 g de chocolat et 40 cl de crème entière avec un siphon de 50 cl, je l'ai laissé 5 heures au frigo, un vrai délice.",better03,15/06/20,5
http://www.marmiton.org/recettes/recette-avis_mousse-tres-chocolat-au-siphon_166211.aspx,Mousse très chocolat au siphon,"Bien préparé à l'avance pour que ce soit assez froid, donc bien mousseux. Très bon.",tanTango,31/05/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Recette essayée et adoptée je la mets dans ma liste de dessert. Les crêpes sont délicieuses très fines. Un vrai régal. J'ai juste ajouté une cuillère de rhum en plus et je n'ai pas mis d'huile.,Florence_Netange,25/05/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Très bonnes crêpes. Depuis que j'ai découvert cette recette je ne fais plus que celle là. Elles sont délicieuses et ce gardent bien.,lucie3939,09/04/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Très bonnes crêpes. Je cherchait des crêpes aussi moelleuses depuis un petit moment & les recettes que je faisais ne m'ont jamais satisfaite. Cette recette est parfaite.
Je n'ai pas mis d'huile. Et j'ai diminué la quantité de lait à 50cl. Cette quantité largement suffisante. N'étant pas fan de rhum j'ai ajouté de la fleur d'oranger et du sucre vanillé. Les crêpes sont parfaites comme ça. Même le lendemain elles ne sont pas sèches & toujours aussi fondantes en bouche.",MamzelleB,03/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Des crêpes grasses, délicieuses,gourmandes ! Merci pour cette recette.",zitounahmr,29/10/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Recette réalisée hier soir, au TOP ! Aujourd'hui, elles ont gardé la même texture, elles n'ont pas durcit ! A refaire ! Je recommande",Mystral17,21/10/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"EXCELLENTE, la meilleure recette jamais faites !! ",maalylilou,16/06/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Meilleure recette de crêpes de tous les temps ,alinea53,27/05/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Un délice, même la première est réussie.",kinou97170,07/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Facile et excellente ! Merci !,trsandra,04/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Les meilleures crêpes jamais mangées! Merci!!!,sandraa06,03/03/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Enfin des crêpes moelleuses! Merci pour cette recette. Comme recommandé dans d'autres commentaires, je n'ai pas mis d'huile et c'était très bien. Je conserve la recette précieusement.",FAZZ,18/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Excellente recette, j'en cherchais une depuis si longtemps, celle-ci va devenir familiale et inter-générationnelle en plus je n'ai pas mis d'huile et ça ne manquait en rien !",doudoustasia,12/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Pas facile à cuire et retourner car elle reste assez grasse. Bonne quand même ,moumoute_27,10/02/20,3
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Wahou ! Ça déménage !! Crêpes au top ! J'ai regardé les avis et effectivement je n'ai pas mis d'huile et c'est extra ! Pour le sucre, je mets de la cassonade et c'est génial ! Avec ma crêpière, c'est la première fois que je fais des crêpes aussi moelleuses !",Zouzougargamel,10/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Je voulais apporter mon témoignage en rapport avec cette recette : je vous la conseille , c'est un véritable régal ! J'avais lu les commentaires et effectivement le peu d'huile n'est pas indispensable, j'ai juste ajouté 4 cuillères à soupe de fleur d'oranger, un vrai régal, elles sont croustillantes à souhait ! A refaire ! ",joedu07,02/02/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Superbe recette, les crêpes sont hyper bonnes. En revanche, la prochaine fois, je mettrai moins d'huile car elles sont assez grasses. Effectivement, le temps de pause n'est pas nécessaire et j'ai fais 27 crêpes. Je la recommande à tous.",Stef97477,23/01/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Moi aussi j'étais à la recherche d'une recette de crêpes moelleuses car toutes les recettes essayées auparavant faisaient des crêpes croustillantes, ce qui m'agaçait !!!!! Celles-ci sont vraiment délicieuses et effectivement bien moelleuses. Pas mis d'huile, mais du rhum et du sucre vanillé. En ce qui me concerne, j'ai enfin trouvé LA recette qui me convient enfin !!!!",natandmicke,03/01/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Extraordinaire! Tellement bonnes que je m'en suis fait une indigestion tellement j'en ai mangées !!! Je n'ai pas mis l'huile. Parfait. Nul besoin de chercher une autre recette. Merci!!!!,sprevert,27/09/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,"Très bonnes crêpes, bien moelleuses. Les 8 cl d'huile ne sont pas indispensables.",phedora,14/06/20,5
http://www.marmiton.org/recettes/recette-avis_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,Pâte à crèpes moelleuse riche en oeufs,Mille mercis pour cette recette !,mimi5574,23/03/20,5
http://www.marmiton.org/recettes/recette-avis_gateau-aux-amandes-et-aux-noix_309589.aspx,Gâteau aux amandes et aux noix,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"Excellent, facile et rapide!! ",Raf13500,13/08/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"Je l'ai fait de nombreuses fois avec grand succès. Attention il faut de très bonnes figues goûteuses, ns avons essayé avec des figues surgelés c’était fade et trop mou. Je mets des pignons dorés à la place des amandes. je fais ce plat à la place du fromage et du dessert, après un repas copieux c'est parfait. Merci beaucoup pour la recette",sandrine_4502,29/08/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Un petit goût de trop peu. Servies en entrée. 2 par personne. Proportions inchangées et tout le monde a aimé.,chabaloo,21/12/20,4
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Super bon !!! J'ai des invités dimanche j'ai espère les combler !,agpast44,03/10/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Très bon,dsm76,25/09/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"Excellent !! Servi en entrée, effectivement c'est une tuerie. Je mettrai aussi un peu plus de fromage de chèvre la prochaine fois. Pas utilisé d'amandes, j'avais oublié d'en acheter. Sinon l'astuce de récupérer le jus de cuisson et le verser ensuite sur les figues est très bonne aussi (par contre ne faîtes pas comme moi, évitez de mettre du papier sulfurisé en-dessous des figues pour la cuisson au four...). A refaire !",Slider2010,22/09/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"C'est un vrai délice, frais et léger à la fin du repas... Ou presque, puisqu'il reste justement une place pour le dessert ;-)",Melpk,21/09/20,4
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,C'est très original et délicieux,nadnay,19/09/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Délicieux.,Laetitia8871,19/09/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Juste succulent : à faire et à refaire !,Monico2206,19/09/20,4
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Recette gourmande et pourtant je suis pas fan du sucré salé... Hâte que le figuier fournisse la matière première ;-),Guaparubia,17/05/20,4
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Délicieux !,Mafalbala,07/01/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"Un très bon mélange, fait de l'effet servi à la place du fromage, à refaire.",Julie2205,30/08/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"C'est un vrai régal et vite fait en plus. Je l'ai réalisé avec des figues de Solliès et du Rocamadour et remplacé le miel par un mélange de sucre vanillé et de cannelle. A faire et à refaire, merci !",sandrinefacchi,24/08/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"Et dire que mon mari n'aime pas le sucré salé et pourtant il s'est non seulement régalé mais surtout il s'est resservi, c'est un régal, on ne sent quasiment pas le miel mais l'ensemble est un pur délice servi sans les amandes et en entrée.",nounouche50,27/07/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Rien à dire.,nutella63,14/10/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,"Simple, excellent.À refaire absolument, nous nous sommes régalés.J'ai mis un peu moins de miel que la recette et je mettrais un peu plus de fromage une prochaine fois.Un délice !",Johanne_65,20/07/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Je re-ferai cette super recette en ajoutant du pain grillé sous la figue pour récolter le jus.,CelineEtBen,10/09/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Très fin ce plat qui remporte beaucoup de succès!,rainepasha,26/06/20,5
http://www.marmiton.org/recettes/recette-avis_figues-au-fromage-de-chevre-et-au-miel_50525.aspx,Figues au fromage de chèvre et au miel,Très bon. Merci pour cette délicieuse recette pour un repas léger le soir avec une salade bien relevée,jeannelouise,12/10/20,5
http://www.marmiton.org/recettes/recette-avis_cake-black-and-white_37463.aspx,Cake black and white,"Vraiment excellent. L'alliance noix-pruneaux-chocolat blanc est très réussie. Les proportions sont parfaites, je les ai suivies quasi à la lettre (j'ai juste mis un petit peu moins de beurre, de sucre, et moitié moins de levure). J'ai eu beaucoup de succès.",Lariska,26/01/20,5
http://www.marmiton.org/recettes/recette-avis_cake-black-and-white_37463.aspx,Cake black and white,"Original et excellent, même sans glaçage!",Claire_2137,19/12/20,5
http://www.marmiton.org/recettes/recette-avis_cake-black-and-white_37463.aspx,Cake black and white,"Très très très bon mais un peu lourd, donc je l'ai servi avec une boule de glace rhum-raisin et là, ce fut parfait! Merci marmiton !",audrey_1930,17/10/20,5
http://www.marmiton.org/recettes/recette-avis_cake-black-and-white_37463.aspx,Cake black and white,"Je n'etais pas convaincu par les pruneaux, mais suivant les (bons) conseils d'Auyo, j'ai tenté, et c'est délicieux. J'ai également fait la recette en mini-cakes (cuire moins longtemps) avec des variations: éclats de chocolat noir, écorces d'oranges confites,... Toujours bon!",Aine,13/07/20,5
http://www.marmiton.org/recettes/recette-avis_cake-black-and-white_37463.aspx,Cake black and white,"Moi qui n'aime pas les pruneaux, j'ai adoré ce cake! J'ai quand même diminué les quantités.",cambelle,05/07/20,5
http://www.marmiton.org/recettes/recette-avis_compote-de-raisins-facile_21994.aspx,Compote de raisins facile,Trop sucré même à 75g. Je pense qu'il est préférable de manger cette compote de raisin avec du yaourtà la grecque :-) ,Dbylyps,02/08/20,1
http://www.marmiton.org/recettes/recette-avis_compote-de-raisins-facile_21994.aspx,Compote de raisins facile,"Pour moi, ça ne ressemble pas à de la compote. Trop liquide !!!",Lafille72,28/09/20,1
http://www.marmiton.org/recettes/recette-avis_compote-de-raisins-facile_21994.aspx,Compote de raisins facile,J'ai probablement raté quelque chose et je ne recommencerai pas bien que mes enfants aient aimé (d'où une note à 2 et pas à 1... ).,Gefanj,17/10/20,2
http://www.marmiton.org/recettes/recette-avis_compote-de-raisins-facile_21994.aspx,Compote de raisins facile,"C'est très bon, cependant la prochaine fois je mettrai la moitié de sucre et sûrement moins d'eau. Je lai laissée cuire beaucoup plus longtemps pour que le liquide réduise!",elisa80,28/10/20,4
http://www.marmiton.org/recettes/recette-avis_compote-de-raisins-facile_21994.aspx,Compote de raisins facile,"Délicieux et original ! Je n'ai mis que 50 g de sucre, c'est suffisant.",aurore23,26/10/20,4
http://www.marmiton.org/recettes/recette-avis_compote-de-raisins-facile_21994.aspx,Compote de raisins facile,Il faut plus de 5 min pour faire cuire les raisins cette recette est très bonne et très facile à préparer,louloute18,08/10/20,4
http://www.marmiton.org/recettes/recette-avis_tartelettes-citron-basilic_314533.aspx,Tartelettes citron basilic,NA,NA,NA,NA
http://www.marmiton.org/recettes/recette-avis_tarte-au-chocolat-express_73535.aspx,Tarte au chocolat express,Recette super facile et super rapide. Parfait pour un repasà l'improviste. C'est toujours un succès. On me demande la recette à tous les coups.,Myriam_896,11/11/20,4
http://www.marmiton.org/recettes/recette-avis_tarte-au-chocolat-express_73535.aspx,Tarte au chocolat express,Ça n'a pas eu de succès chez moi. Manque de sucre peut-être...,camille_666,30/12/20,3
http://www.marmiton.org/recettes/recette-avis_tarte-au-chocolat-express_73535.aspx,Tarte au chocolat express,"Délicieux, très chocolaté, comme j'aime. Bien faire refroidir, c'est meilleur...",poupacha,08/10/20,5
http://www.marmiton.org/recettes/recette-avis_tarte-au-chocolat-express_73535.aspx,Tarte au chocolat express,Vraiment top génial quand on aime le chocolat! A déguster avec le café à la place du carré de chocolat! Bien respecter les doses. ,carolouise,10/08/20,5
